Hotel_name,Review_Title,Review_Text,Sentiment,Rating_Percentage,,,,
E Hotel,A great place to stay,"I keep coming here, it's a great place to stay at Chennai, but I always find if their customer care are more focussed they can get more out of a regular visitor. I tried connecting with them many time, but they don't offer comprehensive package to suit individual request. Any way, it's like choose your own, and I would be doing so till the time I don't look out of options around.",3,86,,,,
E Hotel,Good location and spacious rooms,"Overall, good experience. +ves: * Located inside a mall. Convenient location. * Big rooms. * Helpful friendly staff, though the guy at reception was cold but I would not let that cloud my overall good experience with the hotel staff. -ves: * Weird policy of limiting internet to only two devices per room. * No baby chair in restaurant.",3,86,,,,
E Hotel,World class hotel near shopping,"Amazing friendly service, convenient location. Would recommend highly.",3,100,,,,
E Hotel,Nice hotel to stay at shopping area,The hotel interior is really modern and spacious. Its strategic location added value for the money. The hotel staff was very friendly and helpful. In fact they even help us to get movie ticket as we are rushing with our busy schedule. The best of the hotel is its attached to a new shopping mall where you can get A-Z and you don't need to spend money on transport or worried to shop till late night. Definitely will visit this hotel again.,3,80,,,,
New Woodlands,Highly recommend New Woodlands,Perfect travellers hotel. Great services and wonderful food. The rooms are neat and clean and well kept. The newly furnished rooms are even classy. For regular visitors and tourists absolute value for money. No need of wasting money in needlessly fancy hotels.,3,86,,,,
New Woodlands,Hotel review,"The overall experience was very nice at the hotel. The activities were not available in the hotel. I had visited this hotel alone for official tour. All amenities like TV, AC and geyser were available in the room.",2,43,,,,
New Woodlands,OK not bad,This hotel is very near to many shopping places and very convenient to restaurants and easy connectivity to almost all requirements and also very affordable to common man. Also good friendly atmosphere you can see many local sight seeing places near by this hotel,3,71,,,,
New Woodlands,Great for families, excellent services,"Nice island tucked away in busy/noisy Chennai. Excellent service, great food, especially you want the traditional South Indian. Their Chinese food is not bad either. The ice cream shop has flavours you haven't tasted before. More than food the rooms are tidy, bed clean and cosy, bathrooms modern with good water pressure.",3,100,,,
New Woodlands,Conversation was not that much,The food was provided with vegetarian and non-vegetarian dishes. All amenities were in working condition in the room. The room was neat and clean. The check in and checkout was good. The receptionist was good and co-operative. The transport facility was not provided in the hotel.,3,71,,,,
New Woodlands,Everything was good at the hotel,Everything was good at the hotel. I had booked room in advance. In the hotel activity was conducted. I had visited this hotel alone for official work. I don't have any suggestion for this hotel. The internet connection was provided in the room.,3,86,,,,
New Woodlands,Good accomodation to stay,"I had been to Chennai in the month of November. Traveling towards the Chennai I stayed in Woodlands Hotel for one night & one day because of due to heavy rain very good accommodation to stay, far from city. Good food but room rent is expensive. But all so OK.",3,86,,,,
New Woodlands,Big hotel with good swimming pool,"I was going to Chennai at last month for some work & visiting Chennai. Me & my sir stayed at hotel New Woodland. It is a big hotel. They have good swimming pool. We stayed here four days. I was enjoyed at Chennai. Like Gandhi sea beach, Merina sea beach, Golden sea beach & Chennai city centre.",3,86,,,,
New Woodlands,Overall it was a nice stay,The hotel which I like very much in Chennai. But swimming pool is chargeable. I suggest this hotel especially for family people. The hotel have much space for parking. Morning breakfast is very nice & enjoyable.,3,86,,,,
New Woodlands,Homely villa,"New woodlands chennai which gave me a homely experience with a luxurious touch for one whole night along with my family. The management totally makes the whole customer with 100% satisfaction.Coming across the food,they are pretty good in providing most Delicious and tasty food as our need.Totally staying here will surely gives you a lively home touch experience. Thank you......",3,71,,,,
New Woodlands,Comfortable stay in good location,Had a very pleasant and comfortable stay. Right from the pick-up to the smooth hassle free check-out. The food was tasty and we had a lot of varieties to taste. The best hotel in Chennai and the staff were very helpful prompt and cooperative. The service was excellent and will certainly recommend.,3,86,,,,
New Woodlands,Good hotel to stay with good quality food,"Great reception, nicely connected to various important places, nice walking area, swimming pool, two restaurants, good South Indian delicious food, security, you can visit with family. Most economical, I stayed in this place for a single night and was quite satisfied.",2,57,,,,
"Radisson Chennai City Centre, India","convenient, pleasant hotel","Extremely helpful staff, clean and comfortable room, splendid breakfast buffet.",3,100,,,,
"Radisson Chennai City Centre, India",,"The additional bed provided was a disgrace
Did not provide the required sheets or additional towels paid for",3,80,,,,
"Radisson Chennai City Centre, India","A clean, comfortable hotel with excellent food.","We would stay here again. Clean, comfortable, amazing food! Occasionally there were mosquitos in the room.",3,80,,,,
"Radisson Chennai City Centre, India",Great hotel with excellent location in heart of the city,Best hotel with excellent staff specially John with great service at the restaurant. Great staff with great location in the heart of the city what else can you ask for and great value for your money,3,100,,,,
"Radisson Chennai City Centre, India",Good stay,Its a great place to stay. Staff is prompt and perfect place for business commuters. Food is lovely. Location is perfect. I have been staying at this place on regular basis and highly recommend to all as its value for money property. Should have full size or bigger swimming pool.,3,86,,,,
"Radisson Chennai City Centre, India",Amazing stay,"In just few word, its worth money, absolutely amazing stay, staff will make all possibility to make your stay memorable. I had amazing stay.. It in my favourite list, & I make sure to repeat stay again soon.",3,100,,,,
"Radisson Chennai City Centre, India",Good hospitality,"The hotel have good facilities. Its hospitality and services are very good. Every waiters are very much polite. In its restaurants, we have many options, too. Just the swimming poor is a little small. TV channel have no HD Channels.",3,86,,,,
"Radisson Chennai City Centre, India",Perfect,"It was very high quality stay. The reservation team were able to handle my special request. Room as very good, with high quality firings. Only sad was part of fluctuating WiFi.",3,65,,,,
